k,head,program,accepted_rank,strategy,increase,kl_div,shuffle_idx
1,"(10, 2)",initial_token_attention,1,smart,0.0083077121974303,0.0010652532906533,30
2,"(10, 1)",initial_token_attention,1,smart,0.0086151012889746,0.0020113895157282,30
3,"(6, 9)",cls_attention,1,smart,-0.6633480896656324,0.0035132152349979,30
4,"(5, 1)",cls_attention,1,smart,-0.6251862761961215,0.0060475473920814,30
5,"(7, 2)",cls_attention,1,smart,-0.460792145148411,0.0074810902934405,30
6,"(4, 11)",previous_attention,1,smart,-0.1322718588934046,0.0087215613533044,30
7,"(7, 1)",initial_token_attention,1,smart,0.1771068590557415,0.010167443108512,30
8,"(11, 9)",initial_token_attention,1,smart,-0.2135142477716519,0.0127920427668141,30
9,"(10, 0)",initial_token_attention,1,smart,-0.2058038401692566,0.0146051100420299,30
10,"(11, 2)",initial_token_attention,1,smart,1.0038506419448705,0.0178802745742723,30
11,"(7, 7)",initial_token_attention,1,smart,0.9243134907948786,0.0183311772427987,30
12,"(5, 5)",initial_token_attention,1,smart,0.6361639857461907,0.0207400942401727,30
13,"(6, 6)",initial_token_attention,1,smart,0.4549912320044895,0.0223765524174086,30
14,"(10, 8)",initial_token_attention,1,smart,0.101134714981626,0.0241866845404729,30
15,"(3, 0)",initial_token_attention,1,smart,-0.0733334110827843,0.0241215188847854,30
16,"(0, 1)",repeated_attention,1,smart,-0.0822966363249952,0.0241433957172557,30
17,"(9, 6)",initial_token_attention,1,smart,0.0839775504555285,0.0252819866256322,30
18,"(9, 9)",sentence_start_dominance,1,smart,0.2021487951474977,0.0283463769988156,30
19,"(9, 5)",sentence_initial_dominance,1,smart,-1.720343203993684,0.0281432828877586,30
20,"(8, 1)",initial_token_attention,1,smart,-1.9935828405133864,0.0322866465407423,30
21,"(10, 10)",initial_token_attention,1,smart,-1.8115494947969548,0.0338068508962169,30
22,"(9, 11)",initial_token_attention,1,smart,-1.492048024781801,0.0344391455722507,30
23,"(3, 4)",initial_token_attention,1,smart,-1.6696160646077265,0.0362357958825305,30
24,"(11, 7)",initial_token_attention,1,smart,-0.7344831094723496,0.0396111746504902,30
25,"(11, 5)",initial_token_attention,1,smart,-0.2976022499177347,0.0433203779207542,30
26,"(9, 4)",initial_token_attention,1,smart,-0.3462717356001825,0.0438093335588928,30
27,"(7, 10)",initial_token_attention,1,smart,-0.1648400476295224,0.0446127126924693,30
28,"(6, 10)",initial_token_attention,1,smart,0.0257492291136026,0.049316759428475,30
29,"(9, 8)",sentence_initial_dominance,1,smart,-1.440972483437424,0.0490389868686907,30
30,"(10, 6)",initial_token_attention,1,smart,-1.36646972737408,0.0513438879372552,30
31,"(11, 1)",sentence_initial_dominance,1,smart,-3.045613352144548,0.05134594717063,30
32,"(7, 11)",initial_token_attention,1,smart,-2.9486139101015043,0.0545547189190983,30
33,"(6, 2)",sentence_initial_dominance,1,smart,-4.1299547629687,0.0547539398795925,30
34,"(7, 6)",sentence_initial_dominance,1,smart,-5.068048806331123,0.0544238592172041,30
35,"(8, 3)",initial_token_attention,1,smart,-4.902484822870978,0.0567541138152591,30
36,"(5, 9)",sentence_initial_dominance,1,smart,-5.571243742067339,0.056279577629175,30
37,"(10, 3)",sentence_initial_dominance,1,smart,-7.450234561946978,0.0559232397237792,30
38,"(5, 0)",initial_token_attention,1,smart,-7.127710350251196,0.0602457805001176,30
39,"(8, 11)",sentence_initial_dominance,1,smart,-8.657863908075072,0.0603198929037898,30
40,"(9, 1)",initial_token_attention,1,smart,-8.464149821736362,0.0637275032047182,30
41,"(8, 0)",sentence_initial_dominance,1,smart,-10.026851892198312,0.0629787814687006,30
42,"(4, 10)",initial_token_attention,1,smart,-9.929107592011958,0.0653556691482663,30
43,"(0, 11)",contextual_anchoring,3,smart,-5.154442,0.09134,30
44,"(4, 2)",token_reinforcement,1,smart,-5.040718,0.100951,30
45,"(10, 11)",token_reinforcement,1,smart,-4.605231,0.102552,30
46,"(0, 10)",uniform_lower_diagonal,1,smart,-4.469466,0.101241,30
47,"(2, 2)",previous_attention,1,smart,-4.801965,0.095448,30
48,"(2, 10)",uniform_lower_diagonal,1,smart,-4.68092,0.096719,30
49,"(2, 11)",token_reinforcement,1,smart,-4.523067,0.095036,30
50,"(8, 10)",token_reinforcement,1,smart,-3.869088,0.106731,30
51,"(10, 7)",token_reinforcement,1,smart,-3.651684,0.116887,30
52,"(1, 11)",lexical_diversity_focus,1,smart,-3.675889,0.117218,30
53,"(9, 0)",token_reinforcement,1,smart,-2.952761,0.118412,30
54,"(8, 9)",token_reinforcement,1,smart,-2.197988,0.123858,30
55,"(1, 7)",uniform_lower_diagonal,1,smart,-2.366763,0.118781,30
56,"(9, 10)",token_reinforcement,1,smart,-1.821418,0.12973,30
57,"(10, 5)",sentence_beginning_salience,1,smart,-2.050342,0.138065,30
58,"(8, 4)",token_reinforcement,1,smart,-2.287686,0.135041,30
59,"(1, 9)",uniform_lower_diagonal,1,smart,-2.073032,0.134458,30
60,"(11, 6)",initial_element_reinforcement,2,smart,-2.073032,0.134458,30
61,"(9, 7)",token_reinforcement,1,smart,-2.250708,0.143872,30
62,"(1, 2)",quotation_association,4,smart,2.605274,3.082345,30
63,"(2, 1)",token_reinforcement,1,smart,2.467957,3.09507,30
64,"(8, 8)",token_reinforcement,1,smart,3.215644,3.104061,30
65,"(7, 4)",sentence_beginning_salience,1,smart,4.273514,3.107092,30
66,"(0, 6)",uniform_lower_diagonal,1,smart,3.808859,3.124352,30
67,"(11, 11)",initial_token_reference_attention,1,smart,3.648046,3.135385,30
68,"(3, 3)",initial_token_reference_attention,1,smart,3.302277,3.136517,30
69,"(4, 4)",token_reinforcement,1,smart,4.150086,3.141445,30
70,"(7, 9)",token_reinforcement,1,smart,5.057292,3.14906,30
71,"(11, 0)",uniform_lower_diagonal,1,smart,5.420191,3.145401,30
72,"(2, 7)",uniform_lower_diagonal,1,smart,5.715932,3.140074,30
73,"(6, 3)",token_reinforcement,1,smart,6.51298,3.147328,30
74,"(5, 8)",token_reinforcement,1,smart,7.207846,3.137402,30
75,"(1, 8)",uniform_lower_diagonal,1,smart,7.186842,3.14763,30
76,"(10, 4)",token_reinforcement,1,smart,7.848509,3.166136,30
