k,head,program,accepted_rank,strategy,increase,kl_div,shuffle_idx
1,"(10, 2)",initial_token_attention,1,smart,0.0083077121974303,0.0010652532906533,3
2,"(10, 1)",initial_token_attention,1,smart,0.0086151012889746,0.0020113895157282,3
3,"(6, 9)",cls_attention,1,smart,-0.6633480896656324,0.0035132152349979,3
4,"(5, 1)",cls_attention,1,smart,-0.6251862761961215,0.0060475473920814,3
5,"(7, 2)",cls_attention,1,smart,-0.460792145148411,0.0074810902934405,3
6,"(4, 11)",previous_attention,1,smart,-0.1322718588934046,0.0087215613533044,3
7,"(7, 1)",initial_token_attention,1,smart,0.1771068590557415,0.010167443108512,3
8,"(11, 9)",initial_token_attention,1,smart,-0.2135142477716519,0.0127920427668141,3
9,"(10, 0)",initial_token_attention,1,smart,-0.2058038401692566,0.0146051100420299,3
10,"(11, 2)",initial_token_attention,1,smart,1.0038506419448705,0.0178802745742723,3
11,"(7, 7)",initial_token_attention,1,smart,0.9243134907948786,0.0183311772427987,3
12,"(5, 5)",initial_token_attention,1,smart,0.6361639857461907,0.0207400942401727,3
13,"(6, 6)",initial_token_attention,1,smart,0.4549912320044895,0.0223765524174086,3
14,"(10, 8)",initial_token_attention,1,smart,0.101134714981626,0.0241866845404729,3
15,"(3, 0)",initial_token_attention,1,smart,-0.0733334110827843,0.0241215188847854,3
16,"(0, 1)",repeated_attention,1,smart,-0.0822966363249952,0.0241433957172557,3
17,"(9, 6)",initial_token_attention,1,smart,0.0839775504555285,0.0252819866256322,3
18,"(9, 9)",sentence_start_dominance,1,smart,0.2021487951474977,0.0283463769988156,3
19,"(9, 5)",sentence_initial_dominance,1,smart,-1.720343203993684,0.0281432828877586,3
20,"(8, 1)",initial_token_attention,1,smart,-1.9935828405133864,0.0322866465407423,3
21,"(10, 10)",initial_token_attention,1,smart,-1.8115494947969548,0.0338068508962169,3
22,"(9, 11)",initial_token_attention,1,smart,-1.492048024781801,0.0344391455722507,3
23,"(3, 4)",initial_token_attention,1,smart,-1.6696160646077265,0.0362357958825305,3
24,"(11, 7)",initial_token_attention,1,smart,-0.7344831094723496,0.0396111746504902,3
25,"(11, 5)",initial_token_attention,1,smart,-0.2976022499177347,0.0433203779207542,3
26,"(9, 4)",initial_token_attention,1,smart,-0.3462717356001825,0.0438093335588928,3
27,"(7, 10)",initial_token_attention,1,smart,-0.1648400476295224,0.0446127126924693,3
28,"(6, 10)",initial_token_attention,1,smart,0.0257492291136026,0.049316759428475,3
29,"(9, 8)",sentence_initial_dominance,1,smart,-1.440972483437424,0.0490389868686907,3
30,"(10, 6)",initial_token_attention,1,smart,-1.36646972737408,0.0513438879372552,3
31,"(11, 1)",sentence_initial_dominance,1,smart,-3.045613352144548,0.05134594717063,3
32,"(7, 11)",initial_token_attention,1,smart,-2.9486139101015043,0.0545547189190983,3
33,"(6, 2)",sentence_initial_dominance,1,smart,-4.1299547629687,0.0547539398795925,3
34,"(7, 6)",sentence_initial_dominance,1,smart,-5.068048806331123,0.0544238592172041,3
35,"(8, 3)",initial_token_attention,1,smart,-4.902484822870978,0.0567541138152591,3
36,"(5, 9)",sentence_initial_dominance,1,smart,-5.571243742067339,0.056279577629175,3
37,"(10, 3)",sentence_initial_dominance,1,smart,-7.450234561946978,0.0559232397237792,3
38,"(5, 0)",initial_token_attention,1,smart,-7.127710350251196,0.0602457805001176,3
39,"(8, 11)",sentence_initial_dominance,1,smart,-8.657863908075072,0.0603198929037898,3
40,"(9, 1)",initial_token_attention,1,smart,-8.464149821736362,0.0637275032047182,3
41,"(8, 0)",sentence_initial_dominance,1,smart,-10.026851892198312,0.0629787814687006,3
42,"(4, 10)",initial_token_attention,1,smart,-9.929107592011958,0.0653556691482663,3
43,"(0, 6)",uniform_lower_diagonal,1,smart,-5.030801,0.093499,3
44,"(9, 2)",token_reinforcement,1,smart,-5.027692,0.095619,3
45,"(1, 10)",uniform_lower_diagonal,1,smart,-5.297495,0.097126,3
46,"(4, 8)",token_reinforcement,1,smart,-4.659885,0.102295,3
47,"(5, 11)",initial_token_reference_attention,1,smart,-3.747336,0.111532,3
48,"(10, 7)",token_reinforcement,1,smart,-3.529468,0.122033,3
49,"(3, 10)",initial_token_reference_attention,1,smart,-3.344982,0.134253,3
50,"(6, 3)",token_reinforcement,1,smart,-3.113067,0.143327,3
51,"(6, 1)",token_reinforcement,1,smart,-2.368237,0.147756,3
52,"(0, 5)",lexical_diversity_focus,1,smart,-2.392132,0.145921,3
53,"(0, 3)",rare_word_dominance,1,smart,-2.425329,0.146779,3
54,"(0, 11)",uniform_lower_diagonal,1,smart,-2.423907,0.14169,3
55,"(2, 7)",uniform_lower_diagonal,1,smart,-2.239221,0.136849,3
56,"(11, 10)",initial_token_reference_attention,1,smart,-1.714659,0.139444,3
57,"(11, 4)",token_reinforcement,1,smart,-2.175569,0.140261,3
58,"(4, 4)",token_reinforcement,1,smart,-1.520027,0.135397,3
59,"(7, 5)",token_reinforcement,1,smart,-1.415845,0.12848,3
60,"(1, 7)",uniform_lower_diagonal,1,smart,-1.47849,0.125201,3
61,"(1, 8)",uniform_lower_diagonal,1,smart,-1.505038,0.126967,3
62,"(0, 0)",uniform_lower_diagonal,1,smart,-1.656825,0.124725,3
63,"(4, 2)",token_reinforcement,1,smart,-1.432364,0.132747,3
64,"(7, 4)",sentence_beginning_salience,1,smart,-0.712454,0.128268,3
65,"(8, 9)",token_reinforcement,1,smart,-0.01083,0.131885,3
66,"(9, 0)",token_reinforcement,1,smart,0.642409,0.129609,3
67,"(10, 11)",token_reinforcement,1,smart,1.084123,0.130719,3
68,"(2, 1)",token_reinforcement,1,smart,1.215572,0.12977,3
69,"(8, 10)",token_reinforcement,1,smart,2.126419,0.145099,3
70,"(5, 6)",token_reinforcement,1,smart,3.020671,0.15857,3
71,"(2, 10)",uniform_lower_diagonal,1,smart,3.309543,0.162222,3
72,"(10, 9)",token_reinforcement,1,smart,4.35705,0.169697,3
73,"(7, 8)",token_reinforcement,1,smart,4.1527,0.175346,3
74,"(6, 5)",token_reinforcement,1,smart,4.198162,0.175794,3
75,"(8, 7)",token_reinforcement,1,smart,4.901379,0.181816,3
76,"(6, 4)",initial_token_reference_attention,1,smart,5.281663,0.180731,3
77,"(7, 0)",token_reinforcement,1,smart,6.763893,0.187233,3
78,"(9, 3)",initial_token_reference_attention,1,smart,7.178022,0.198432,3
79,"(2, 2)",previous_attention,1,smart,6.897671,0.189325,3
80,"(11, 0)",uniform_lower_diagonal,1,smart,7.214217,0.192131,3
81,"(0, 8)",uniform_lower_diagonal,1,smart,6.896183,0.200597,3
82,"(5, 10)",token_reinforcement,1,smart,8.487469,0.222987,3
83,"(5, 3)",uniform_lower_diagonal,1,smart,9.47107,0.235857,3
84,"(9, 7)",token_reinforcement,1,smart,9.490973,0.250221,3
85,"(0, 2)",uniform_lower_diagonal,1,smart,9.623084,0.256198,3
86,"(7, 3)",token_reinforcement,1,smart,10.141946,0.278224,3
87,"(6, 7)",token_reinforcement,1,smart,12.231137,0.296373,3
88,"(7, 9)",token_reinforcement,1,smart,13.998784,0.299273,3
89,"(1, 4)",uniform_lower_diagonal,1,smart,14.670902,0.302815,3
90,"(2, 6)",initial_token_reference_attention,1,smart,14.737179,0.296808,3
91,"(4, 7)",first_token_dominance,1,smart,15.401035,0.296681,3
92,"(1, 3)",initial_token_reference_attention,1,smart,15.345113,0.298202,3
93,"(1, 6)",uniform_lower_diagonal,1,smart,15.539324,0.301561,3
94,"(1, 11)",lexical_diversity_focus,1,smart,15.471002,0.302297,3
95,"(0, 7)",uniform_lower_diagonal,1,smart,15.61081,0.308338,3
96,"(5, 8)",token_reinforcement,1,smart,17.129389,0.339828,3
97,"(11, 11)",initial_token_reference_attention,1,smart,17.044484,0.343914,3
98,"(8, 4)",token_reinforcement,1,smart,17.579558,0.34056,3
99,"(11, 8)",uniform_lower_diagonal,1,smart,17.821752,0.338136,3
100,"(1, 5)",uniform_lower_diagonal,1,smart,18.634366,0.339772,3
101,"(3, 5)",token_reinforcement,1,smart,19.762705,0.346269,3
102,"(9, 10)",token_reinforcement,1,smart,20.639997,0.374114,3
103,"(8, 8)",token_reinforcement,1,smart,22.460175,0.390149,3
104,"(5, 2)",token_reinforcement,1,smart,23.63993,0.424585,3
105,"(2, 11)",token_reinforcement,1,smart,24.552255,0.422516,3
106,"(2, 0)",uniform_lower_diagonal,1,smart,24.610572,0.448935,3
