k,head,program,strategy,increase,kl_div,spike
1,"(6, 9)",initial_element_reinforcement,smart,0.0,-9.98377799987793e-08,False
2,"(5, 1)",cls_attention,smart,0.5649295062329143,0.0016699863830581308,False
3,"(7, 2)",initial_element_reinforcement,smart,0.5649295062329143,0.0016699863830581308,False
4,"(7, 10)",sentence_beginning_salience,smart,1.3425034786496504,0.002769791567698121,False
5,"(9, 9)",sentence_beginning_salience,smart,1.294345267676967,0.003914636000990868,False
6,"(4, 11)",previous_attention,smart,2.1236485571937025,0.0044410762842744585,False
7,"(9, 6)",sentence_beginning_salience,smart,2.3723567430419967,0.00622828914783895,False
8,"(10, 10)",sentence_beginning_salience,smart,2.8705943574885033,0.008437019772827625,False
9,"(9, 11)",sentence_beginning_salience,smart,2.9443733343377305,0.009975942596793175,False
10,"(10, 1)",sentence_beginning_salience,smart,3.709258014054111,0.011301722936332225,False
11,"(8, 1)",sentence_beginning_salience,smart,4.80023512065714,0.015052259713411332,False
12,"(10, 8)",sentence_beginning_salience,smart,4.712977294502813,0.01577384863048792,False
13,"(3, 0)",sentence_beginning_salience,smart,5.324081698695904,0.016923345066606997,False
14,"(7, 11)",sentence_beginning_salience,smart,6.2910470484208965,0.019646146334707737,False
15,"(10, 6)",sentence_beginning_salience,smart,6.790428062781361,0.024288260377943516,False
16,"(9, 4)",sentence_beginning_salience,smart,6.357277437006029,0.025789200142025948,False
17,"(9, 1)",sentence_beginning_salience,smart,7.280506576200665,0.02778701242059469,False
18,"(5, 5)",sentence_beginning_salience,smart,7.137056828112398,0.029845685139298438,False
19,"(6, 10)",sentence_beginning_salience,smart,7.209822110608263,0.03689739890396595,False
20,"(11, 9)",sentence_beginning_salience,smart,7.814795151000487,0.0370405662804842,False
21,"(10, 2)",sentence_beginning_salience,smart,7.923592355755727,0.03946934193372727,False
22,"(3, 4)",sentence_beginning_salience,smart,8.453241548978113,0.04193923994898796,False
23,"(0, 1)",lexical_diversity_focus,smart,8.454545608671998,0.041580059379339215,False
24,"(11, 5)",sentence_beginning_salience,smart,8.248472189352215,0.04298516437411308,False
25,"(7, 7)",sentence_beginning_salience,smart,8.585593309324235,0.04658688232302666,False
26,"(8, 11)",sentence_beginning_salience,smart,8.97610152037456,0.04704341366887092,False
27,"(7, 1)",sentence_beginning_salience,smart,9.650731420023837,0.048958934098482135,False
28,"(4, 10)",token_reinforcement,smart,10.352456000407056,0.05926246121525765,False
29,"(10, 0)",sentence_beginning_salience,smart,10.603734834241765,0.06436642929911614,False
30,"(5, 9)",sentence_beginning_salience,smart,11.194228355043759,0.08196479082107544,False
31,"(5, 0)",sentence_beginning_salience,smart,12.361546455167348,0.08663905635476113,False
32,"(8, 3)",token_reinforcement,smart,12.014324796140126,0.08880449756979943,False
33,"(10, 3)",sentence_beginning_salience,smart,11.950438280881114,0.0953996017575264,False
34,"(6, 6)",token_reinforcement,smart,12.032918342696282,0.09486974030733109,False
35,"(9, 5)",token_reinforcement,smart,12.068720377673433,0.08541064709424973,False
36,"(0, 9)",uniform_lower_diagonal,smart,12.486274044643972,0.08061069920659066,False
37,"(11, 1)",token_reinforcement,smart,11.958618297129034,0.08001966625452042,False
38,"(11, 7)",token_reinforcement,smart,12.351308017879205,0.10561795383691788,False
39,"(6, 2)",token_reinforcement,smart,11.862899531721641,0.10745562762022018,False
40,"(7, 6)",token_reinforcement,smart,12.669177321971693,0.10913376659154891,False
41,"(9, 8)",sentence_beginning_salience,smart,12.719910489095394,0.11184806078672409,False
42,"(8, 0)",token_reinforcement,smart,13.45844846323086,0.11734802424907684,False
43,"(0, 5)",lexical_diversity_focus,smart,13.411599203174308,0.11592641323804856,False
44,"(0, 3)",rare_word_dominance,smart,13.411510916233553,0.11644974797964096,False
45,"(10, 11)",token_reinforcement,smart,13.777846372072554,0.11910422891378403,False
46,"(9, 0)",token_reinforcement,smart,14.765406732813005,0.12664326131343842,False
47,"(8, 6)",sentence_beginning_salience,smart,15.58502161773517,0.13332343995571136,False
48,"(0, 11)",uniform_lower_diagonal,smart,14.659969696593333,0.1297834634780884,False
49,"(9, 2)",token_reinforcement,smart,14.217736031248453,0.1296013966202736,False
50,"(4, 2)",token_reinforcement,smart,13.97461040679731,0.1369876891374588,False
51,"(4, 4)",token_reinforcement,smart,14.744418976612986,0.14030108004808425,False
52,"(4, 8)",token_reinforcement,smart,15.893919745479561,0.14174282252788545,False
53,"(10, 7)",token_reinforcement,smart,16.56886278466036,0.15728771090507507,False
54,"(5, 11)",initial_token_reference_attention,smart,17.318999460545434,0.16171922385692597,False
55,"(5, 6)",token_reinforcement,smart,18.315894160287932,0.18772706389427185,False
56,"(5, 8)",token_reinforcement,smart,19.72236917835511,0.20581990778446196,False
57,"(11, 4)",token_reinforcement,smart,19.48458894326136,0.21910145729780198,False
58,"(8, 9)",token_reinforcement,smart,20.007520620648318,0.2172408327460289,False
59,"(6, 3)",token_reinforcement,smart,20.175015512106505,0.23599202185869217,False
60,"(9, 7)",token_reinforcement,smart,20.33092033089314,0.25190904885530474,False
61,"(0, 10)",uniform_lower_diagonal,smart,20.583261686246804,0.25077082961797714,False
