k,head,program,accepted_rank,strategy,increase,kl_div,shuffle_idx
1,"(10, 2)",initial_token_attention,1,smart,0.0083077121974303,0.0010652532906533,31
2,"(10, 1)",initial_token_attention,1,smart,0.0086151012889746,0.0020113895157282,31
3,"(6, 9)",cls_attention,1,smart,-0.6633480896656324,0.0035132152349979,31
4,"(5, 1)",cls_attention,1,smart,-0.6251862761961215,0.0060475473920814,31
5,"(7, 2)",cls_attention,1,smart,-0.460792145148411,0.0074810902934405,31
6,"(4, 11)",previous_attention,1,smart,-0.1322718588934046,0.0087215613533044,31
7,"(7, 1)",initial_token_attention,1,smart,0.1771068590557415,0.010167443108512,31
8,"(11, 9)",initial_token_attention,1,smart,-0.2135142477716519,0.0127920427668141,31
9,"(10, 0)",initial_token_attention,1,smart,-0.2058038401692566,0.0146051100420299,31
10,"(11, 2)",initial_token_attention,1,smart,1.0038506419448705,0.0178802745742723,31
11,"(7, 7)",initial_token_attention,1,smart,0.9243134907948786,0.0183311772427987,31
12,"(5, 5)",initial_token_attention,1,smart,0.6361639857461907,0.0207400942401727,31
13,"(6, 6)",initial_token_attention,1,smart,0.4549912320044895,0.0223765524174086,31
14,"(10, 8)",initial_token_attention,1,smart,0.101134714981626,0.0241866845404729,31
15,"(3, 0)",initial_token_attention,1,smart,-0.0733334110827843,0.0241215188847854,31
16,"(0, 1)",repeated_attention,1,smart,-0.0822966363249952,0.0241433957172557,31
17,"(9, 6)",initial_token_attention,1,smart,0.0839775504555285,0.0252819866256322,31
18,"(9, 9)",sentence_start_dominance,1,smart,0.2021487951474977,0.0283463769988156,31
19,"(9, 5)",sentence_initial_dominance,1,smart,-1.720343203993684,0.0281432828877586,31
20,"(8, 1)",initial_token_attention,1,smart,-1.9935828405133864,0.0322866465407423,31
21,"(10, 10)",initial_token_attention,1,smart,-1.8115494947969548,0.0338068508962169,31
22,"(9, 11)",initial_token_attention,1,smart,-1.492048024781801,0.0344391455722507,31
23,"(3, 4)",initial_token_attention,1,smart,-1.6696160646077265,0.0362357958825305,31
24,"(11, 7)",initial_token_attention,1,smart,-0.7344831094723496,0.0396111746504902,31
25,"(11, 5)",initial_token_attention,1,smart,-0.2976022499177347,0.0433203779207542,31
26,"(9, 4)",initial_token_attention,1,smart,-0.3462717356001825,0.0438093335588928,31
27,"(7, 10)",initial_token_attention,1,smart,-0.1648400476295224,0.0446127126924693,31
28,"(6, 10)",initial_token_attention,1,smart,0.0257492291136026,0.049316759428475,31
29,"(9, 8)",sentence_initial_dominance,1,smart,-1.440972483437424,0.0490389868686907,31
30,"(10, 6)",initial_token_attention,1,smart,-1.36646972737408,0.0513438879372552,31
31,"(11, 1)",sentence_initial_dominance,1,smart,-3.045613352144548,0.05134594717063,31
32,"(7, 11)",initial_token_attention,1,smart,-2.9486139101015043,0.0545547189190983,31
33,"(6, 2)",sentence_initial_dominance,1,smart,-4.1299547629687,0.0547539398795925,31
34,"(7, 6)",sentence_initial_dominance,1,smart,-5.068048806331123,0.0544238592172041,31
35,"(8, 3)",initial_token_attention,1,smart,-4.902484822870978,0.0567541138152591,31
36,"(5, 9)",sentence_initial_dominance,1,smart,-5.571243742067339,0.056279577629175,31
37,"(10, 3)",sentence_initial_dominance,1,smart,-7.450234561946978,0.0559232397237792,31
38,"(5, 0)",initial_token_attention,1,smart,-7.127710350251196,0.0602457805001176,31
39,"(8, 11)",sentence_initial_dominance,1,smart,-8.657863908075072,0.0603198929037898,31
40,"(9, 1)",initial_token_attention,1,smart,-8.464149821736362,0.0637275032047182,31
41,"(8, 0)",sentence_initial_dominance,1,smart,-10.026851892198312,0.0629787814687006,31
42,"(4, 10)",initial_token_attention,1,smart,-9.929107592011958,0.0653556691482663,31
43,"(0, 11)",uniform_lower_diagonal,1,smart,-3.017302,0.093565,31
44,"(7, 4)",sentence_beginning_salience,1,smart,-2.662926,0.088096,31
45,"(4, 8)",token_reinforcement,1,smart,-1.939327,0.090017,31
46,"(2, 11)",token_reinforcement,1,smart,-2.223062,0.086873,31
47,"(0, 3)",rare_word_dominance,1,smart,-2.269109,0.087313,31
48,"(1, 10)",uniform_lower_diagonal,1,smart,-2.446118,0.087182,31
49,"(0, 9)",uniform_lower_diagonal,1,smart,-2.364556,0.086486,31
50,"(5, 11)",initial_token_reference_attention,1,smart,-1.548029,0.091136,31
51,"(9, 10)",token_reinforcement,1,smart,-1.07931,0.096257,31
52,"(0, 5)",lexical_diversity_focus,1,smart,-1.086912,0.095769,31
53,"(2, 3)",uniform_lower_diagonal,1,smart,-1.792388,0.096535,31
54,"(0, 0)",uniform_lower_diagonal,1,smart,-2.107588,0.09164,31
55,"(10, 11)",token_reinforcement,1,smart,-1.787266,0.094417,31
56,"(1, 8)",uniform_lower_diagonal,1,smart,-1.751161,0.093569,31
57,"(3, 3)",initial_token_reference_attention,1,smart,-1.829802,0.09783,31
58,"(11, 6)",initial_element_reinforcement,2,smart,-1.829802,0.09783,31
59,"(0, 10)",uniform_lower_diagonal,1,smart,-1.482144,0.098723,31
60,"(8, 6)",sentence_beginning_salience,1,smart,-1.147763,0.099054,31
61,"(9, 0)",token_reinforcement,1,smart,-0.669279,0.098467,31
62,"(7, 5)",token_reinforcement,1,smart,-0.002457,0.093669,31
63,"(0, 8)",uniform_lower_diagonal,1,smart,-0.427672,0.096673,31
64,"(5, 3)",uniform_lower_diagonal,1,smart,-0.210625,0.099252,31
65,"(9, 2)",token_reinforcement,1,smart,-0.590533,0.10092,31
66,"(3, 10)",initial_token_reference_attention,1,smart,-0.196449,0.10966,31
67,"(11, 10)",initial_token_reference_attention,1,smart,0.488032,0.112968,31
68,"(1, 9)",uniform_lower_diagonal,1,smart,0.701314,0.112999,31
69,"(10, 4)",token_reinforcement,1,smart,1.212868,0.121733,31
70,"(6, 1)",token_reinforcement,1,smart,2.165626,0.124545,31
71,"(5, 6)",token_reinforcement,1,smart,3.008961,0.149657,31
72,"(9, 7)",token_reinforcement,1,smart,2.541109,0.15048,31
73,"(5, 7)",token_reinforcement,1,smart,2.856306,0.172623,31
74,"(4, 2)",token_reinforcement,1,smart,2.917552,0.184288,31
75,"(2, 7)",uniform_lower_diagonal,1,smart,3.133094,0.169664,31
76,"(10, 5)",sentence_beginning_salience,1,smart,2.858115,0.173536,31
77,"(7, 3)",token_reinforcement,1,smart,2.138036,0.19178,31
78,"(11, 0)",uniform_lower_diagonal,1,smart,2.354166,0.193175,31
79,"(1, 6)",uniform_lower_diagonal,1,smart,2.320512,0.194446,31
80,"(5, 8)",token_reinforcement,1,smart,3.298399,0.225716,31
81,"(5, 10)",token_reinforcement,1,smart,5.039597,0.27174,31
82,"(8, 7)",token_reinforcement,1,smart,5.411654,0.266196,31
83,"(8, 2)",token_reinforcement,1,smart,5.165174,0.254523,31
84,"(4, 7)",first_token_dominance,1,smart,5.578673,0.259753,31
85,"(6, 4)",initial_token_reference_attention,1,smart,5.410112,0.25514,31
86,"(2, 5)",uniform_lower_diagonal,1,smart,5.384182,0.250058,31
87,"(6, 11)",token_reinforcement,1,smart,5.959324,0.255238,31
88,"(7, 0)",token_reinforcement,1,smart,6.896703,0.27376,31
89,"(7, 8)",token_reinforcement,1,smart,7.229916,0.296153,31
90,"(0, 2)",uniform_lower_diagonal,1,smart,7.455252,0.303282,31
91,"(6, 5)",token_reinforcement,1,smart,7.697861,0.316701,31
92,"(1, 4)",uniform_lower_diagonal,1,smart,8.383654,0.318253,31
93,"(6, 3)",token_reinforcement,1,smart,9.252088,0.36226,31
94,"(1, 11)",lexical_diversity_focus,1,smart,9.18367,0.373086,31
95,"(3, 5)",token_reinforcement,1,smart,9.847162,0.409665,31
96,"(4, 4)",token_reinforcement,1,smart,10.356151,0.409737,31
97,"(4, 1)",initial_token_reference_attention,1,smart,11.128396,0.431444,31
98,"(1, 3)",initial_token_reference_attention,1,smart,11.705979,0.432116,31
99,"(11, 3)",token_reinforcement,1,smart,11.969922,0.432981,31
100,"(10, 7)",token_reinforcement,1,smart,12.421699,0.468393,31
101,"(8, 9)",token_reinforcement,1,smart,13.7486,0.455574,31
102,"(0, 4)",lexical_diversity_focus,1,smart,13.8189,0.460084,31
103,"(8, 8)",token_reinforcement,1,smart,15.305435,0.467686,31
104,"(3, 9)",initial_token_reference_attention,1,smart,16.463389,0.502075,31
105,"(8, 10)",token_reinforcement,1,smart,18.449407,0.551977,31
106,"(8, 4)",token_reinforcement,1,smart,19.099594,0.551309,31
