k,head,program,strategy,increase,kl_div,spike
1,"(7, 2)",initial_element_reinforcement,smart,0.0,-9.98377799987793e-08,False
2,"(6, 9)",initial_element_reinforcement,smart,0.0,-9.98377799987793e-08,False
3,"(5, 1)",cls_attention,smart,0.5649295062329143,0.0016699863830581308,False
4,"(9, 9)",sentence_beginning_salience,smart,0.5126581419034062,0.003085009893402457,False
5,"(4, 11)",previous_attention,smart,1.3548154542926014,0.003426951775327325,False
6,"(7, 10)",sentence_beginning_salience,smart,2.1236485571937025,0.0044410762842744585,False
7,"(9, 6)",sentence_beginning_salience,smart,2.3723567430419967,0.00622828914783895,False
8,"(10, 10)",sentence_beginning_salience,smart,2.8705943574885033,0.008437019772827625,False
9,"(10, 1)",sentence_beginning_salience,smart,3.623827767386664,0.009904619492590427,False
10,"(10, 8)",sentence_beginning_salience,smart,3.5498482624394816,0.011115331389009952,False
11,"(8, 1)",sentence_beginning_salience,smart,4.626060173657114,0.014471854083240032,False
12,"(9, 11)",sentence_beginning_salience,smart,4.712977294502813,0.01577384863048792,False
13,"(3, 0)",sentence_beginning_salience,smart,5.324081698695904,0.016923345066606997,False
14,"(7, 11)",sentence_beginning_salience,smart,6.2910470484208965,0.019646146334707737,False
15,"(10, 6)",sentence_beginning_salience,smart,6.790428062781361,0.024288260377943516,False
16,"(9, 4)",sentence_beginning_salience,smart,6.357277437006029,0.025789200142025948,False
17,"(6, 10)",sentence_beginning_salience,smart,6.523805078904057,0.030374690145254134,False
18,"(9, 1)",sentence_beginning_salience,smart,7.433275576390214,0.032379138842225076,False
19,"(10, 2)",sentence_beginning_salience,smart,7.569898711946917,0.03449346832931042,False
20,"(5, 5)",sentence_beginning_salience,smart,7.33118005730625,0.03897854387760162,False
21,"(11, 9)",sentence_beginning_salience,smart,7.923592355755727,0.03946934193372727,False
22,"(0, 1)",lexical_diversity_focus,smart,7.925523249233956,0.03890868425369263,False
23,"(3, 4)",sentence_beginning_salience,smart,8.454545608671998,0.041580059379339215,False
24,"(11, 5)",sentence_beginning_salience,smart,8.248472189352215,0.04298516437411308,False
25,"(5, 9)",sentence_beginning_salience,smart,8.804498238123916,0.05527855008840561,False
26,"(5, 0)",sentence_beginning_salience,smart,9.938969682329992,0.05967825502157211,False
27,"(7, 7)",sentence_beginning_salience,smart,10.303775861128507,0.06561988368630409,False
28,"(10, 0)",sentence_beginning_salience,smart,10.498787368447433,0.07118158638477326,False
29,"(7, 1)",sentence_beginning_salience,smart,11.123669899192006,0.07411594092845916,False
30,"(4, 10)",token_reinforcement,smart,11.93107301291041,0.09252091124653816,False
31,"(8, 11)",sentence_beginning_salience,smart,12.361546455167348,0.08663905635476113,False
32,"(6, 6)",token_reinforcement,smart,12.410187827147174,0.08598521202802659,False
33,"(9, 5)",token_reinforcement,smart,12.441893481489615,0.07720463946461678,False
34,"(9, 8)",sentence_beginning_salience,smart,12.544642449147098,0.08282124847173691,False
35,"(0, 9)",uniform_lower_diagonal,smart,12.923990810011555,0.0776110127568245,False
36,"(8, 3)",token_reinforcement,smart,12.67764299116709,0.07876367717981339,False
37,"(11, 7)",token_reinforcement,smart,12.339323303757618,0.09024360179901122,False
38,"(10, 3)",sentence_beginning_salience,smart,12.359105862606642,0.09736467450857163,False
39,"(11, 1)",token_reinforcement,smart,12.4200607948195,0.11009887307882309,False
40,"(7, 6)",token_reinforcement,smart,13.097246847511405,0.11083856672048568,False
41,"(0, 5)",lexical_diversity_focus,smart,13.049260412554915,0.10948663353919982,False
