k,head,program,accepted_rank,strategy,increase,kl_div,shuffle_idx
1,"(10, 2)",initial_token_attention,1,smart,0.0083077121974303,0.0010652532906533,19
2,"(10, 1)",initial_token_attention,1,smart,0.0086151012889746,0.0020113895157282,19
3,"(6, 9)",cls_attention,1,smart,-0.6633480896656324,0.0035132152349979,19
4,"(5, 1)",cls_attention,1,smart,-0.6251862761961215,0.0060475473920814,19
5,"(7, 2)",cls_attention,1,smart,-0.460792145148411,0.0074810902934405,19
6,"(4, 11)",previous_attention,1,smart,-0.1322718588934046,0.0087215613533044,19
7,"(7, 1)",initial_token_attention,1,smart,0.1771068590557415,0.010167443108512,19
8,"(11, 9)",initial_token_attention,1,smart,-0.2135142477716519,0.0127920427668141,19
9,"(10, 0)",initial_token_attention,1,smart,-0.2058038401692566,0.0146051100420299,19
10,"(11, 2)",initial_token_attention,1,smart,1.0038506419448705,0.0178802745742723,19
11,"(7, 7)",initial_token_attention,1,smart,0.9243134907948786,0.0183311772427987,19
12,"(5, 5)",initial_token_attention,1,smart,0.6361639857461907,0.0207400942401727,19
13,"(6, 6)",initial_token_attention,1,smart,0.4549912320044895,0.0223765524174086,19
14,"(10, 8)",initial_token_attention,1,smart,0.101134714981626,0.0241866845404729,19
15,"(3, 0)",initial_token_attention,1,smart,-0.0733334110827843,0.0241215188847854,19
16,"(0, 1)",repeated_attention,1,smart,-0.0822966363249952,0.0241433957172557,19
17,"(9, 6)",initial_token_attention,1,smart,0.0839775504555285,0.0252819866256322,19
18,"(9, 9)",sentence_start_dominance,1,smart,0.2021487951474977,0.0283463769988156,19
19,"(9, 5)",sentence_initial_dominance,1,smart,-1.720343203993684,0.0281432828877586,19
20,"(8, 1)",initial_token_attention,1,smart,-1.9935828405133864,0.0322866465407423,19
21,"(10, 10)",initial_token_attention,1,smart,-1.8115494947969548,0.0338068508962169,19
22,"(9, 11)",initial_token_attention,1,smart,-1.492048024781801,0.0344391455722507,19
23,"(3, 4)",initial_token_attention,1,smart,-1.6696160646077265,0.0362357958825305,19
24,"(11, 7)",initial_token_attention,1,smart,-0.7344831094723496,0.0396111746504902,19
25,"(11, 5)",initial_token_attention,1,smart,-0.2976022499177347,0.0433203779207542,19
26,"(9, 4)",initial_token_attention,1,smart,-0.3462717356001825,0.0438093335588928,19
27,"(7, 10)",initial_token_attention,1,smart,-0.1648400476295224,0.0446127126924693,19
28,"(6, 10)",initial_token_attention,1,smart,0.0257492291136026,0.049316759428475,19
29,"(9, 8)",sentence_initial_dominance,1,smart,-1.440972483437424,0.0490389868686907,19
30,"(10, 6)",initial_token_attention,1,smart,-1.36646972737408,0.0513438879372552,19
31,"(11, 1)",sentence_initial_dominance,1,smart,-3.045613352144548,0.05134594717063,19
32,"(7, 11)",initial_token_attention,1,smart,-2.9486139101015043,0.0545547189190983,19
33,"(6, 2)",sentence_initial_dominance,1,smart,-4.1299547629687,0.0547539398795925,19
34,"(7, 6)",sentence_initial_dominance,1,smart,-5.068048806331123,0.0544238592172041,19
35,"(8, 3)",initial_token_attention,1,smart,-4.902484822870978,0.0567541138152591,19
36,"(5, 9)",sentence_initial_dominance,1,smart,-5.571243742067339,0.056279577629175,19
37,"(10, 3)",sentence_initial_dominance,1,smart,-7.450234561946978,0.0559232397237792,19
38,"(5, 0)",initial_token_attention,1,smart,-7.127710350251196,0.0602457805001176,19
39,"(8, 11)",sentence_initial_dominance,1,smart,-8.657863908075072,0.0603198929037898,19
40,"(9, 1)",initial_token_attention,1,smart,-8.464149821736362,0.0637275032047182,19
41,"(8, 0)",sentence_initial_dominance,1,smart,-10.026851892198312,0.0629787814687006,19
42,"(4, 10)",initial_token_attention,1,smart,-9.929107592011958,0.0653556691482663,19
43,"(0, 11)",contextual_anchoring,3,smart,-5.154442,0.09134,19
44,"(0, 9)",uniform_lower_diagonal,1,smart,-4.738962,0.089522,19
45,"(0, 10)",uniform_lower_diagonal,1,smart,-4.615411,0.090336,19
46,"(2, 10)",uniform_lower_diagonal,1,smart,-4.481446,0.091811,19
47,"(10, 11)",token_reinforcement,1,smart,-4.011241,0.092703,19
48,"(5, 7)",token_reinforcement,1,smart,-3.63093,0.10417,19
49,"(9, 0)",token_reinforcement,1,smart,-3.002041,0.106563,19
50,"(1, 8)",uniform_lower_diagonal,1,smart,-3.189241,0.106456,19
51,"(9, 7)",token_reinforcement,1,smart,-3.564101,0.11073,19
52,"(0, 0)",uniform_lower_diagonal,1,smart,-3.909785,0.108588,19
53,"(3, 10)",initial_token_reference_attention,1,smart,-3.694336,0.115326,19
54,"(10, 7)",token_reinforcement,1,smart,-3.354668,0.127191,19
55,"(6, 4)",initial_token_reference_attention,1,smart,-3.220655,0.125534,19
56,"(2, 1)",token_reinforcement,1,smart,-3.125146,0.123821,19
57,"(7, 4)",sentence_beginning_salience,1,smart,-2.263663,0.120873,19
58,"(1, 10)",uniform_lower_diagonal,1,smart,-2.322013,0.120079,19
59,"(11, 10)",initial_token_reference_attention,1,smart,-1.697707,0.121546,19
60,"(1, 7)",uniform_lower_diagonal,1,smart,-1.666049,0.118296,19
61,"(7, 9)",token_reinforcement,1,smart,-1.171454,0.125967,19
62,"(9, 2)",token_reinforcement,1,smart,-1.098466,0.128832,19
63,"(7, 5)",token_reinforcement,1,smart,-1.204239,0.12547,19
64,"(8, 4)",token_reinforcement,1,smart,-1.236676,0.127951,19
65,"(4, 8)",token_reinforcement,1,smart,-0.508169,0.134235,19
66,"(10, 5)",sentence_beginning_salience,1,smart,-0.656855,0.141667,19
67,"(10, 9)",token_reinforcement,1,smart,0.30805,0.148346,19
68,"(5, 6)",token_reinforcement,1,smart,1.144539,0.157326,19
69,"(6, 7)",token_reinforcement,1,smart,2.483001,0.162133,19
70,"(2, 8)",uniform_lower_diagonal,1,smart,2.240705,0.167359,19
71,"(11, 0)",uniform_lower_diagonal,1,smart,2.551827,0.169093,19
