k,head,program,accepted_rank,strategy,increase,kl_div,shuffle_idx
1,"(10, 2)",initial_token_attention,1,smart,0.0083077121974303,0.0010652532906533,14
2,"(10, 1)",initial_token_attention,1,smart,0.0086151012889746,0.0020113895157282,14
3,"(6, 9)",cls_attention,1,smart,-0.6633480896656324,0.0035132152349979,14
4,"(5, 1)",cls_attention,1,smart,-0.6251862761961215,0.0060475473920814,14
5,"(7, 2)",cls_attention,1,smart,-0.460792145148411,0.0074810902934405,14
6,"(4, 11)",previous_attention,1,smart,-0.1322718588934046,0.0087215613533044,14
7,"(7, 1)",initial_token_attention,1,smart,0.1771068590557415,0.010167443108512,14
8,"(11, 9)",initial_token_attention,1,smart,-0.2135142477716519,0.0127920427668141,14
9,"(10, 0)",initial_token_attention,1,smart,-0.2058038401692566,0.0146051100420299,14
10,"(11, 2)",initial_token_attention,1,smart,1.0038506419448705,0.0178802745742723,14
11,"(7, 7)",initial_token_attention,1,smart,0.9243134907948786,0.0183311772427987,14
12,"(5, 5)",initial_token_attention,1,smart,0.6361639857461907,0.0207400942401727,14
13,"(6, 6)",initial_token_attention,1,smart,0.4549912320044895,0.0223765524174086,14
14,"(10, 8)",initial_token_attention,1,smart,0.101134714981626,0.0241866845404729,14
15,"(3, 0)",initial_token_attention,1,smart,-0.0733334110827843,0.0241215188847854,14
16,"(0, 1)",repeated_attention,1,smart,-0.0822966363249952,0.0241433957172557,14
17,"(9, 6)",initial_token_attention,1,smart,0.0839775504555285,0.0252819866256322,14
18,"(9, 9)",sentence_start_dominance,1,smart,0.2021487951474977,0.0283463769988156,14
19,"(9, 5)",sentence_initial_dominance,1,smart,-1.720343203993684,0.0281432828877586,14
20,"(8, 1)",initial_token_attention,1,smart,-1.9935828405133864,0.0322866465407423,14
21,"(10, 10)",initial_token_attention,1,smart,-1.8115494947969548,0.0338068508962169,14
22,"(9, 11)",initial_token_attention,1,smart,-1.492048024781801,0.0344391455722507,14
23,"(3, 4)",initial_token_attention,1,smart,-1.6696160646077265,0.0362357958825305,14
24,"(11, 7)",initial_token_attention,1,smart,-0.7344831094723496,0.0396111746504902,14
25,"(11, 5)",initial_token_attention,1,smart,-0.2976022499177347,0.0433203779207542,14
26,"(9, 4)",initial_token_attention,1,smart,-0.3462717356001825,0.0438093335588928,14
27,"(7, 10)",initial_token_attention,1,smart,-0.1648400476295224,0.0446127126924693,14
28,"(6, 10)",initial_token_attention,1,smart,0.0257492291136026,0.049316759428475,14
29,"(9, 8)",sentence_initial_dominance,1,smart,-1.440972483437424,0.0490389868686907,14
30,"(10, 6)",initial_token_attention,1,smart,-1.36646972737408,0.0513438879372552,14
31,"(11, 1)",sentence_initial_dominance,1,smart,-3.045613352144548,0.05134594717063,14
32,"(7, 11)",initial_token_attention,1,smart,-2.9486139101015043,0.0545547189190983,14
33,"(6, 2)",sentence_initial_dominance,1,smart,-4.1299547629687,0.0547539398795925,14
34,"(7, 6)",sentence_initial_dominance,1,smart,-5.068048806331123,0.0544238592172041,14
35,"(8, 3)",initial_token_attention,1,smart,-4.902484822870978,0.0567541138152591,14
36,"(5, 9)",sentence_initial_dominance,1,smart,-5.571243742067339,0.056279577629175,14
37,"(10, 3)",sentence_initial_dominance,1,smart,-7.450234561946978,0.0559232397237792,14
38,"(5, 0)",initial_token_attention,1,smart,-7.127710350251196,0.0602457805001176,14
39,"(8, 11)",sentence_initial_dominance,1,smart,-8.657863908075072,0.0603198929037898,14
40,"(9, 1)",initial_token_attention,1,smart,-8.464149821736362,0.0637275032047182,14
41,"(8, 0)",sentence_initial_dominance,1,smart,-10.026851892198312,0.0629787814687006,14
42,"(4, 10)",initial_token_attention,1,smart,-9.929107592011958,0.0653556691482663,14
43,"(8, 4)",token_reinforcement,1,smart,-4.963963,0.089126,14
44,"(0, 3)",rare_word_dominance,1,smart,-5.003349,0.090276,14
45,"(11, 4)",token_reinforcement,1,smart,-5.440214,0.092079,14
46,"(10, 7)",token_reinforcement,1,smart,-5.26753,0.101773,14
47,"(5, 11)",initial_token_reference_attention,1,smart,-4.473235,0.109427,14
48,"(6, 5)",token_reinforcement,1,smart,-4.542619,0.109537,14
49,"(1, 10)",uniform_lower_diagonal,1,smart,-4.80326,0.110208,14
50,"(0, 0)",uniform_lower_diagonal,1,smart,-5.078904,0.103623,14
51,"(2, 11)",token_reinforcement,1,smart,-5.019071,0.101969,14
52,"(10, 9)",token_reinforcement,1,smart,-4.237296,0.104848,14
53,"(5, 8)",token_reinforcement,1,smart,-3.769847,0.11592,14
54,"(2, 1)",token_reinforcement,1,smart,-3.626683,0.113246,14
55,"(8, 6)",sentence_beginning_salience,1,smart,-3.509735,0.122011,14
56,"(2, 10)",uniform_lower_diagonal,1,smart,-3.281112,0.124231,14
57,"(1, 8)",uniform_lower_diagonal,1,smart,-3.497188,0.125007,14
58,"(0, 11)",uniform_lower_diagonal,1,smart,-3.573828,0.123254,14
59,"(1, 11)",lexical_diversity_focus,1,smart,-3.592927,0.123408,14
60,"(7, 5)",token_reinforcement,1,smart,-3.358853,0.118417,14
61,"(6, 4)",initial_token_reference_attention,1,smart,-3.213267,0.11824,14
62,"(10, 11)",token_reinforcement,1,smart,-2.792594,0.119857,14
63,"(6, 1)",token_reinforcement,1,smart,-1.995679,0.128664,14
64,"(5, 6)",token_reinforcement,1,smart,-1.162501,0.144031,14
65,"(1, 7)",uniform_lower_diagonal,1,smart,-1.150415,0.138696,14
66,"(0, 2)",uniform_lower_diagonal,1,smart,-1.229469,0.144581,14
67,"(11, 10)",initial_token_reference_attention,1,smart,-0.68408,0.146216,14
68,"(9, 7)",token_reinforcement,1,smart,-0.905643,0.152376,14
69,"(8, 2)",token_reinforcement,1,smart,-1.144648,0.162105,14
70,"(10, 4)",token_reinforcement,1,smart,-0.572878,0.165038,14
71,"(10, 5)",sentence_beginning_salience,1,smart,-0.682446,0.171526,14
72,"(8, 10)",token_reinforcement,1,smart,0.325803,0.189951,14
73,"(6, 7)",token_reinforcement,1,smart,1.4141,0.198325,14
74,"(9, 10)",token_reinforcement,1,smart,2.021681,0.212671,14
75,"(1, 6)",uniform_lower_diagonal,1,smart,1.978825,0.212989,14
76,"(8, 8)",token_reinforcement,1,smart,2.63804,0.214483,14
77,"(7, 9)",token_reinforcement,1,smart,3.505492,0.217031,14
78,"(7, 8)",token_reinforcement,1,smart,3.635594,0.223763,14
79,"(1, 5)",uniform_lower_diagonal,1,smart,4.080946,0.223755,14
