k,head,program,strategy,increase,kl_div,spike
1,"(8, 11)",cls_attention,smart,-0.17227725321875917,0.00034157423069700597,False
2,"(15, 16)",cls_attention,smart,-0.26678916849501855,0.0009447879157960415,False
3,"(16, 28)",cls_attention,smart,0.2112440428858779,0.0017785482108592988,False
4,"(15, 20)",cls_attention,smart,0.26344152590076614,0.002337226481176913,False
5,"(11, 8)",cls_attention,smart,0.07374925729070592,0.0029579791822470724,False
6,"(8, 9)",cls_attention,smart,0.08193243985395045,0.003747510467655957,False
7,"(14, 13)",initial_element_reinforcement,smart,-0.06408757442010274,0.0047168534249067305,False
8,"(15, 8)",initial_element_reinforcement,smart,-0.09138004705797369,0.006235625315457583,False
9,"(11, 11)",initial_element_reinforcement,smart,-0.23865104755919103,0.006699201092123986,False
10,"(11, 3)",initial_element_reinforcement,smart,-0.013970147569175029,0.0064007041044533254,False
11,"(15, 21)",initial_element_reinforcement,smart,0.3652852377545842,0.006053436733782292,False
12,"(20, 29)",sentence_beginning_salience,smart,0.7456737658505307,0.006679269950836897,False
13,"(11, 15)",sentence_beginning_salience,smart,0.9765597824630516,0.007910291105508805,False
14,"(18, 21)",sentence_beginning_salience,smart,1.217068232208916,0.008362078294157981,False
15,"(15, 19)",initial_element_reinforcement,smart,0.9973009112761361,0.008778618276119232,False
16,"(3, 4)",sentence_beginning_salience,smart,0.9822333571519403,0.009807950165122748,False
17,"(6, 25)",initial_element_reinforcement,smart,0.7517010999195431,0.009461268410086631,False
18,"(4, 8)",sentence_beginning_salience,smart,0.8302286578220499,0.010055045783519744,False
19,"(3, 0)",sentence_beginning_salience,smart,0.8081953382467544,0.010962077602744102,False
20,"(3, 7)",sentence_beginning_salience,smart,1.2752555974807351,0.011505907401442528,False
21,"(9, 0)",sentence_beginning_salience,smart,1.4794021985667172,0.012700483947992326,False
22,"(20, 16)",sentence_beginning_salience,smart,1.3313853633631794,0.012720747012645006,False
23,"(8, 14)",sentence_beginning_salience,smart,1.6108946186153292,0.013678035326302051,False
24,"(18, 7)",sentence_beginning_salience,smart,1.8840359634834911,0.01523294448852539,False
25,"(8, 12)",initial_element_reinforcement,smart,1.770382598233439,0.014301416277885438,False
26,"(18, 30)",sentence_beginning_salience,smart,1.6768768257020672,0.014428103715181351,False
27,"(18, 5)",sentence_beginning_salience,smart,1.786765450380266,0.016148866899311543,False
28,"(19, 11)",sentence_beginning_salience,smart,1.5269542293962153,0.016498524509370328,False
29,"(17, 3)",sentence_beginning_salience,smart,1.6110691701516466,0.017832350544631483,False
30,"(19, 8)",sentence_beginning_salience,smart,1.3577389624075218,0.01968977376818657,False
31,"(20, 8)",sentence_beginning_salience,smart,1.3957961946540216,0.01953561156988144,False
32,"(8, 25)",sentence_beginning_salience,smart,1.5384918745762701,0.020372455194592475,False
33,"(15, 18)",sentence_beginning_salience,smart,1.83255081277929,0.021286771073937415,False
34,"(3, 1)",sentence_beginning_salience,smart,1.9425186587255496,0.019514737837016582,False
35,"(5, 13)",sentence_beginning_salience,smart,2.161499763462777,0.01895007025450468,False
36,"(21, 6)",sentence_beginning_salience,smart,2.1018430043859073,0.019406748190522193,False
37,"(15, 10)",sentence_beginning_salience,smart,1.7880709925523166,0.019948427751660346,False
38,"(17, 1)",sentence_beginning_salience,smart,1.7299527737207527,0.021489011868834496,False
39,"(4, 28)",sentence_beginning_salience,smart,2.3272881739145883,0.021905759908258916,False
40,"(21, 25)",sentence_beginning_salience,smart,2.1629472241968912,0.022505904734134673,False
41,"(17, 0)",sentence_beginning_salience,smart,2.6769531373211457,0.023161591216921806,False
42,"(17, 2)",sentence_beginning_salience,smart,3.20075548700959,0.024985581636428833,False
43,"(19, 9)",sentence_beginning_salience,smart,3.305718231129922,0.025945042818784715,False
44,"(4, 17)",sentence_beginning_salience,smart,2.8821606675834213,0.024510419555008413,False
45,"(8, 27)",sentence_beginning_salience,smart,2.7655921078954244,0.02447748277336359,False
46,"(5, 16)",sentence_beginning_salience,smart,2.6035593358266462,0.02578876744955778,False
47,"(17, 4)",sentence_beginning_salience,smart,2.675641456494743,0.025265277549624442,False
48,"(18, 1)",sentence_beginning_salience,smart,2.698859175415125,0.025982103683054446,False
49,"(19, 12)",sentence_beginning_salience,smart,2.638569914259856,0.027013210207223894,False
50,"(8, 21)",sentence_beginning_salience,smart,2.590026114022396,0.02713329643011093,False
51,"(4, 31)",sentence_beginning_salience,smart,2.373712396706622,0.026755129173398017,False
52,"(20, 10)",sentence_beginning_salience,smart,2.140789445376856,0.02745288647711277,False
53,"(11, 7)",sentence_beginning_salience,smart,2.428569605796349,0.029038240015506745,False
54,"(4, 4)",sentence_beginning_salience,smart,2.0515941699263984,0.029851480200886727,False
55,"(3, 6)",sentence_beginning_salience,smart,2.4875987463762796,0.030361585691571234,False
56,"(5, 20)",sentence_beginning_salience,smart,2.257361232142461,0.0316150713711977,False
57,"(3, 5)",sentence_beginning_salience,smart,2.191767447005043,0.032145869359374045,False
58,"(4, 25)",sentence_beginning_salience,smart,2.1195645649557155,0.03422197550535202,False
59,"(20, 13)",sentence_beginning_salience,smart,2.3554339152706483,0.035484705865383145,False
60,"(21, 1)",sentence_beginning_salience,smart,2.273675101706597,0.03545495383441448,False
61,"(5, 15)",sentence_beginning_salience,smart,2.4218694643003738,0.036046703904867174,False
62,"(19, 17)",sentence_beginning_salience,smart,2.6361399869620663,0.03999699503183365,False
63,"(7, 24)",sentence_beginning_salience,smart,2.947875370439073,0.04328468628227711,False
64,"(5, 14)",sentence_beginning_salience,smart,3.3317869993653972,0.04370498731732368,False
65,"(6, 11)",sentence_beginning_salience,smart,3.347945320729484,0.0479540791362524,False
66,"(3, 16)",sentence_beginning_salience,smart,3.5678025035841214,0.04733799695968628,False
67,"(14, 15)",sentence_beginning_salience,smart,3.882739011054281,0.046311522275209425,False
68,"(6, 15)",sentence_beginning_salience,smart,3.972700029500616,0.04435509219765663,False
69,"(11, 6)",sentence_beginning_salience,smart,4.625826155578446,0.04345269575715065,False
70,"(4, 12)",sentence_beginning_salience,smart,4.653236584062677,0.044748660176992416,False
71,"(19, 6)",sentence_beginning_salience,smart,4.841689738811863,0.04627655521035194,False
72,"(10, 16)",sentence_beginning_salience,smart,5.086902104416313,0.051124907284975055,False
73,"(17, 22)",sentence_beginning_salience,smart,4.765799215633535,0.048167818784713747,False
74,"(3, 2)",sentence_beginning_salience,smart,4.6676528133666455,0.04676337316632271,False
75,"(19, 25)",sentence_beginning_salience,smart,4.770537052874539,0.049414250254631045,False
76,"(18, 4)",sentence_beginning_salience,smart,4.892327146635462,0.04848132431507111,False
77,"(8, 18)",sentence_beginning_salience,smart,4.9402625166629175,0.04807378575205803,False
78,"(17, 15)",sentence_beginning_salience,smart,5.42565945154697,0.048538438975811005,False
79,"(7, 0)",sentence_beginning_salience,smart,5.647115164375395,0.04946796372532845,False
80,"(8, 15)",sentence_beginning_salience,smart,5.870091552520973,0.05106226652860642,False
81,"(18, 23)",sentence_beginning_salience,smart,5.489476336306447,0.050533010810613635,False
82,"(8, 17)",sentence_beginning_salience,smart,5.423562791605795,0.054885388165712354,False
83,"(17, 12)",sentence_beginning_salience,smart,5.188231239075901,0.05574684590101242,False
84,"(8, 19)",sentence_beginning_salience,smart,5.028702512422614,0.05617393478751183,False
85,"(19, 15)",sentence_beginning_salience,smart,4.586069563535855,0.05602804943919182,False
86,"(21, 23)",sentence_beginning_salience,smart,4.501372712413606,0.056358716636896136,False
87,"(16, 13)",sentence_beginning_salience,smart,4.569766882114455,0.06112346798181534,False
88,"(5, 9)",sentence_beginning_salience,smart,5.06914915283885,0.06429929286241531,False
89,"(4, 9)",sentence_beginning_salience,smart,5.194412864704647,0.06886721923947334,False
90,"(15, 17)",sentence_beginning_salience,smart,5.078650045125604,0.06906694024801255,False
91,"(12, 5)",sentence_beginning_salience,smart,5.00986036276917,0.07376795783638954,False
92,"(5, 22)",sentence_beginning_salience,smart,5.468512598890471,0.07215956449508668,False
93,"(18, 19)",sentence_beginning_salience,smart,5.5670030311120895,0.07344676479697228,False
94,"(11, 1)",sentence_beginning_salience,smart,5.806558077718674,0.07752039730548858,False
95,"(15, 15)",sentence_beginning_salience,smart,6.107894052190831,0.07649086266756058,False
96,"(7, 25)",sentence_beginning_salience,smart,6.461464356848144,0.07842138186097145,False
97,"(19, 13)",sentence_beginning_salience,smart,6.841790681347232,0.08205906227231026,False
98,"(6, 17)",sentence_beginning_salience,smart,6.958475772166435,0.08082625046372413,False
99,"(4, 23)",sentence_beginning_salience,smart,6.704200632794165,0.08165829107165337,False
100,"(6, 3)",sentence_beginning_salience,smart,6.775132055626528,0.08116751909255981,False
101,"(16, 30)",sentence_beginning_salience,smart,7.097846699221099,0.08354435861110687,False
102,"(4, 27)",sentence_beginning_salience,smart,7.220834026012279,0.08262142688035964,False
103,"(5, 25)",sentence_beginning_salience,smart,7.962069195036089,0.08229793831706048,False
104,"(7, 14)",sentence_beginning_salience,smart,8.512910771159431,0.09402052611112595,False
105,"(18, 6)",sentence_beginning_salience,smart,8.65728593237696,0.09258064180612564,False
106,"(17, 21)",sentence_beginning_salience,smart,9.098252133123015,0.0952935665845871,False
107,"(8, 13)",sentence_beginning_salience,smart,8.684284748051988,0.09638910740613937,False
108,"(4, 5)",sentence_beginning_salience,smart,9.260250793695935,0.0951925352215767,False
109,"(4, 20)",sentence_beginning_salience,smart,9.024532977317852,0.09825475513935089,False
110,"(4, 29)",sentence_beginning_salience,smart,9.394336236257477,0.10037725269794465,False
111,"(6, 0)",sentence_beginning_salience,smart,9.836571950541266,0.10440489798784255,False
112,"(5, 29)",sentence_beginning_salience,smart,10.150702032203833,0.11114715188741683,False
113,"(8, 26)",sentence_beginning_salience,smart,10.092458310110837,0.10416770726442337,False
114,"(6, 13)",sentence_beginning_salience,smart,10.496840313593173,0.108421091735363,False
115,"(5, 8)",sentence_beginning_salience,smart,10.161270832627938,0.10880518853664398,False
116,"(18, 2)",sentence_beginning_salience,smart,9.986738009103382,0.10885670781135559,False
117,"(8, 8)",sentence_beginning_salience,smart,9.82552268596388,0.11355195641517639,False
118,"(5, 17)",sentence_beginning_salience,smart,10.120897371961869,0.12361020594835281,False
119,"(16, 25)",sentence_beginning_salience,smart,9.900788008055015,0.12072938084602355,False
120,"(5, 28)",sentence_beginning_salience,smart,10.07887854282115,0.12876003086566926,False
121,"(7, 17)",sentence_beginning_salience,smart,9.998464978568666,0.1277848243713379,False
122,"(4, 11)",sentence_beginning_salience,smart,9.879362067445221,0.12176748365163803,False
123,"(5, 11)",sentence_beginning_salience,smart,10.339448499552438,0.12413401007652283,False
124,"(19, 16)",sentence_beginning_salience,smart,10.27618261245108,0.1270527273416519,False
125,"(11, 2)",sentence_beginning_salience,smart,10.396327017913578,0.1287754863500595,False
126,"(4, 30)",sentence_beginning_salience,smart,10.191135655001299,0.12675734460353852,False
127,"(19, 23)",sentence_beginning_salience,smart,10.248940191101825,0.12988179177045822,False
128,"(8, 28)",sentence_beginning_salience,smart,10.149486801906876,0.13364819586277008,False
129,"(4, 24)",sentence_beginning_salience,smart,10.354372079322538,0.13289546817541123,False
130,"(7, 21)",sentence_beginning_salience,smart,10.647102481340388,0.13492439091205596,False
131,"(4, 13)",sentence_beginning_salience,smart,10.828193808990308,0.1370956763625145,False
132,"(13, 24)",sentence_beginning_salience,smart,11.082021091838584,0.14528426378965378,False
133,"(9, 6)",sentence_beginning_salience,smart,11.018971805841861,0.140877565741539,False
134,"(3, 22)",sentence_beginning_salience,smart,11.261398750602943,0.1331063538789749,False
135,"(4, 16)",sentence_beginning_salience,smart,11.553755606981674,0.134649558365345,False
136,"(11, 13)",sentence_beginning_salience,smart,11.636607738607555,0.14023537188768387,False
137,"(8, 20)",sentence_beginning_salience,smart,11.878742205982466,0.14169785380363464,False
138,"(4, 18)",sentence_beginning_salience,smart,11.851431146968054,0.14961488544940948,False
139,"(8, 23)",sentence_beginning_salience,smart,12.091026705174423,0.14826402813196182,False
140,"(20, 26)",sentence_beginning_salience,smart,12.241155136383444,0.14916773438453673,False
141,"(5, 18)",sentence_beginning_salience,smart,12.259969926747981,0.15907848179340361,False
142,"(11, 0)",sentence_beginning_salience,smart,12.106020598146795,0.1623486652970314,False
143,"(11, 5)",sentence_beginning_salience,smart,12.164233087437108,0.164193095266819,False
144,"(5, 10)",sentence_beginning_salience,smart,12.177341503268352,0.17712627351284027,False
145,"(18, 9)",sentence_beginning_salience,smart,12.553000452904012,0.1745264545083046,False
146,"(15, 22)",sentence_beginning_salience,smart,12.589806489575954,0.1668732851743698,False
147,"(8, 16)",sentence_beginning_salience,smart,12.458533273440427,0.1669177696108818,False
148,"(10, 26)",sentence_beginning_salience,smart,12.994979702666267,0.17447884529829025,False
149,"(17, 17)",sentence_beginning_salience,smart,13.342319023392303,0.17573118060827256,False
150,"(3, 19)",sentence_beginning_salience,smart,13.55021576892251,0.18774178475141526,False
151,"(17, 7)",sentence_beginning_salience,smart,13.842276242254446,0.19504682421684266,False
152,"(4, 19)",sentence_beginning_salience,smart,13.849581144978583,0.19398584365844726,False
153,"(20, 17)",sentence_beginning_salience,smart,14.692957861619538,0.19613291919231415,False
154,"(7, 3)",sentence_beginning_salience,smart,14.72515039538174,0.19706189781427383,False
155,"(4, 3)",sentence_beginning_salience,smart,15.087019779952788,0.19768203794956207,False
156,"(10, 12)",sentence_beginning_salience,smart,15.511459432099329,0.202275288105011,False
157,"(15, 23)",sentence_beginning_salience,smart,15.004716090580207,0.20126238465309143,False
158,"(6, 22)",sentence_beginning_salience,smart,15.319917254370495,0.21280861347913743,False
159,"(5, 26)",sentence_beginning_salience,smart,15.101901395607182,0.21369517147541045,False
160,"(6, 24)",sentence_beginning_salience,smart,15.407232847157797,0.24108331948518752,False
161,"(8, 24)",sentence_beginning_salience,smart,15.356658664869553,0.24479509145021439,False
162,"(6, 10)",sentence_beginning_salience,smart,15.068571733847175,0.24923302233219147,False
163,"(16, 26)",sentence_beginning_salience,smart,14.815144538014511,0.26197652220726014,False
164,"(21, 29)",sentence_beginning_salience,smart,14.385383070895028,0.2646062359213829,False
165,"(20, 12)",sentence_beginning_salience,smart,14.742180074568074,0.2714806437492371,False
166,"(6, 20)",initial_token_reference_attention,smart,15.263308283535519,0.28236843943595885,False
167,"(3, 12)",sentence_beginning_salience,smart,15.139477281411306,0.28669144213199615,False
168,"(17, 19)",sentence_beginning_salience,smart,15.48812547408537,0.2837072670459747,False
169,"(6, 16)",sentence_beginning_salience,smart,15.342312046883979,0.26171481907367705,False
170,"(3, 11)",sentence_beginning_salience,smart,15.5513004067205,0.2610496014356613,False
171,"(17, 20)",sentence_beginning_salience,smart,15.697747947612465,0.2664061665534973,False
