k,head,program,accepted_rank,strategy,increase,kl_div,shuffle_idx
1,"(10, 2)",initial_token_attention,1,smart,0.0083077121974303,0.0010652532906533,29
2,"(10, 1)",initial_token_attention,1,smart,0.0086151012889746,0.0020113895157282,29
3,"(6, 9)",cls_attention,1,smart,-0.6633480896656324,0.0035132152349979,29
4,"(5, 1)",cls_attention,1,smart,-0.6251862761961215,0.0060475473920814,29
5,"(7, 2)",cls_attention,1,smart,-0.460792145148411,0.0074810902934405,29
6,"(4, 11)",previous_attention,1,smart,-0.1322718588934046,0.0087215613533044,29
7,"(7, 1)",initial_token_attention,1,smart,0.1771068590557415,0.010167443108512,29
8,"(11, 9)",initial_token_attention,1,smart,-0.2135142477716519,0.0127920427668141,29
9,"(10, 0)",initial_token_attention,1,smart,-0.2058038401692566,0.0146051100420299,29
10,"(11, 2)",initial_token_attention,1,smart,1.0038506419448705,0.0178802745742723,29
11,"(7, 7)",initial_token_attention,1,smart,0.9243134907948786,0.0183311772427987,29
12,"(5, 5)",initial_token_attention,1,smart,0.6361639857461907,0.0207400942401727,29
13,"(6, 6)",initial_token_attention,1,smart,0.4549912320044895,0.0223765524174086,29
14,"(10, 8)",initial_token_attention,1,smart,0.101134714981626,0.0241866845404729,29
15,"(3, 0)",initial_token_attention,1,smart,-0.0733334110827843,0.0241215188847854,29
16,"(0, 1)",repeated_attention,1,smart,-0.0822966363249952,0.0241433957172557,29
17,"(9, 6)",initial_token_attention,1,smart,0.0839775504555285,0.0252819866256322,29
18,"(9, 9)",sentence_start_dominance,1,smart,0.2021487951474977,0.0283463769988156,29
19,"(9, 5)",sentence_initial_dominance,1,smart,-1.720343203993684,0.0281432828877586,29
20,"(8, 1)",initial_token_attention,1,smart,-1.9935828405133864,0.0322866465407423,29
21,"(10, 10)",initial_token_attention,1,smart,-1.8115494947969548,0.0338068508962169,29
22,"(9, 11)",initial_token_attention,1,smart,-1.492048024781801,0.0344391455722507,29
23,"(3, 4)",initial_token_attention,1,smart,-1.6696160646077265,0.0362357958825305,29
24,"(11, 7)",initial_token_attention,1,smart,-0.7344831094723496,0.0396111746504902,29
25,"(11, 5)",initial_token_attention,1,smart,-0.2976022499177347,0.0433203779207542,29
26,"(9, 4)",initial_token_attention,1,smart,-0.3462717356001825,0.0438093335588928,29
27,"(7, 10)",initial_token_attention,1,smart,-0.1648400476295224,0.0446127126924693,29
28,"(6, 10)",initial_token_attention,1,smart,0.0257492291136026,0.049316759428475,29
29,"(9, 8)",sentence_initial_dominance,1,smart,-1.440972483437424,0.0490389868686907,29
30,"(10, 6)",initial_token_attention,1,smart,-1.36646972737408,0.0513438879372552,29
31,"(11, 1)",sentence_initial_dominance,1,smart,-3.045613352144548,0.05134594717063,29
32,"(7, 11)",initial_token_attention,1,smart,-2.9486139101015043,0.0545547189190983,29
33,"(6, 2)",sentence_initial_dominance,1,smart,-4.1299547629687,0.0547539398795925,29
34,"(7, 6)",sentence_initial_dominance,1,smart,-5.068048806331123,0.0544238592172041,29
35,"(8, 3)",initial_token_attention,1,smart,-4.902484822870978,0.0567541138152591,29
36,"(5, 9)",sentence_initial_dominance,1,smart,-5.571243742067339,0.056279577629175,29
37,"(10, 3)",sentence_initial_dominance,1,smart,-7.450234561946978,0.0559232397237792,29
38,"(5, 0)",initial_token_attention,1,smart,-7.127710350251196,0.0602457805001176,29
39,"(8, 11)",sentence_initial_dominance,1,smart,-8.657863908075072,0.0603198929037898,29
40,"(9, 1)",initial_token_attention,1,smart,-8.464149821736362,0.0637275032047182,29
41,"(8, 0)",sentence_initial_dominance,1,smart,-10.026851892198312,0.0629787814687006,29
42,"(4, 10)",initial_token_attention,1,smart,-9.929107592011958,0.0653556691482663,29
43,"(5, 8)",initial_element_reinforcement,3,smart,-2.304178,0.098079,29
44,"(3, 10)",initial_token_reference_attention,1,smart,-1.92544,0.106093,29
45,"(11, 0)",uniform_lower_diagonal,1,smart,-1.739691,0.107546,29
46,"(7, 9)",token_reinforcement,1,smart,-1.463925,0.105446,29
47,"(4, 4)",token_reinforcement,1,smart,-0.721662,0.106244,29
48,"(11, 10)",initial_token_reference_attention,1,smart,-0.12037,0.109255,29
49,"(11, 6)",initial_element_reinforcement,2,smart,-0.12037,0.109255,29
50,"(8, 9)",token_reinforcement,1,smart,0.595149,0.111469,29
51,"(4, 8)",token_reinforcement,1,smart,1.399093,0.1139,29
52,"(0, 11)",uniform_lower_diagonal,1,smart,0.63933,0.109788,29
53,"(0, 10)",uniform_lower_diagonal,1,smart,0.770485,0.106502,29
54,"(6, 3)",token_reinforcement,1,smart,0.848934,0.113207,29
55,"(0, 9)",uniform_lower_diagonal,1,smart,0.894924,0.112735,29
56,"(5, 11)",initial_token_reference_attention,1,smart,1.75717,0.115659,29
57,"(10, 5)",sentence_beginning_salience,1,smart,1.5468,0.119688,29
58,"(4, 2)",token_reinforcement,1,smart,1.356855,0.131337,29
59,"(9, 7)",token_reinforcement,1,smart,0.918602,0.134926,29
60,"(3, 11)",uniform_lower_diagonal,1,smart,1.513215,0.136598,29
61,"(11, 3)",token_reinforcement,1,smart,1.786378,0.136869,29
62,"(6, 1)",token_reinforcement,1,smart,2.663125,0.134344,29
63,"(0, 3)",rare_word_dominance,1,smart,2.627652,0.134162,29
64,"(2, 7)",uniform_lower_diagonal,1,smart,2.553291,0.131903,29
65,"(2, 11)",token_reinforcement,1,smart,2.272187,0.127589,29
66,"(5, 6)",token_reinforcement,1,smart,2.895448,0.145105,29
67,"(5, 10)",token_reinforcement,1,smart,4.592341,0.168317,29
68,"(1, 10)",uniform_lower_diagonal,1,smart,4.653608,0.16906,29
69,"(8, 6)",sentence_beginning_salience,1,smart,5.134793,0.171898,29
70,"(9, 0)",token_reinforcement,1,smart,5.761618,0.176351,29
71,"(5, 7)",token_reinforcement,1,smart,6.159849,0.197233,29
72,"(10, 11)",token_reinforcement,1,smart,6.546616,0.198406,29
73,"(9, 2)",token_reinforcement,1,smart,6.220734,0.198969,29
74,"(11, 4)",token_reinforcement,1,smart,5.951927,0.196742,29
75,"(0, 0)",uniform_lower_diagonal,1,smart,5.653435,0.189605,29
76,"(7, 4)",sentence_beginning_salience,1,smart,6.016223,0.175516,29
77,"(1, 4)",uniform_lower_diagonal,1,smart,6.677605,0.17147,29
78,"(5, 4)",token_reinforcement,1,smart,7.535583,0.19123,29
79,"(2, 10)",uniform_lower_diagonal,1,smart,7.83502,0.199351,29
80,"(7, 0)",token_reinforcement,1,smart,8.585528,0.21723,29
81,"(0, 5)",lexical_diversity_focus,1,smart,8.56475,0.217125,29
82,"(7, 5)",token_reinforcement,1,smart,9.448698,0.195586,29
83,"(11, 11)",initial_token_reference_attention,1,smart,9.361886,0.198083,29
84,"(1, 8)",uniform_lower_diagonal,1,smart,9.459588,0.194682,29
85,"(8, 2)",token_reinforcement,1,smart,9.094127,0.191847,29
86,"(8, 10)",token_reinforcement,1,smart,10.126908,0.207014,29
87,"(1, 3)",initial_token_reference_attention,1,smart,10.334932,0.203649,29
88,"(10, 4)",token_reinforcement,1,smart,10.99232,0.211805,29
89,"(6, 5)",token_reinforcement,1,smart,10.952699,0.22151,29
90,"(2, 9)",uniform_lower_diagonal,1,smart,11.322693,0.232568,29
91,"(6, 4)",initial_token_reference_attention,1,smart,11.224413,0.231469,29
92,"(3, 1)",initial_token_reference_attention,1,smart,12.138714,0.24251,29
93,"(10, 7)",token_reinforcement,1,smart,12.514718,0.261839,29
94,"(2, 1)",token_reinforcement,1,smart,14.003117,0.268363,29
95,"(7, 3)",token_reinforcement,1,smart,13.715036,0.295509,29
96,"(0, 4)",lexical_diversity_focus,1,smart,13.754019,0.296355,29
97,"(4, 7)",first_token_dominance,1,smart,14.307965,0.303918,29
98,"(8, 4)",token_reinforcement,1,smart,14.659818,0.314563,29
99,"(1, 7)",uniform_lower_diagonal,1,smart,14.646969,0.309607,29
100,"(3, 3)",initial_token_reference_attention,1,smart,15.371689,0.342208,29
101,"(11, 8)",uniform_lower_diagonal,1,smart,15.258168,0.33617,29
102,"(6, 8)",token_reinforcement,1,smart,16.243069,0.35328,29
103,"(4, 5)",token_reinforcement,1,smart,16.933927,0.375454,29
104,"(9, 3)",initial_token_reference_attention,1,smart,17.415885,0.386879,29
105,"(8, 8)",token_reinforcement,1,smart,19.023104,0.395948,29
106,"(6, 7)",token_reinforcement,1,smart,20.631681,0.405184,29
107,"(2, 4)",uniform_lower_diagonal,1,smart,22.121348,0.413923,29
108,"(4, 6)",token_reinforcement,1,smart,23.808649,0.443755,29
109,"(5, 2)",token_reinforcement,1,smart,24.868436,0.503663,29
110,"(8, 5)",token_reinforcement,1,smart,26.376055,0.514944,29
111,"(9, 10)",token_reinforcement,1,smart,27.321293,0.559156,29
112,"(0, 2)",uniform_lower_diagonal,1,smart,27.508949,0.580826,29
113,"(5, 3)",uniform_lower_diagonal,1,smart,29.450764,0.61338,29
114,"(3, 5)",token_reinforcement,1,smart,30.624509,0.656993,29
115,"(1, 1)",uniform_lower_diagonal,1,smart,31.447364,0.653584,29
116,"(0, 6)",uniform_lower_diagonal,1,smart,33.431015,0.703844,29
117,"(1, 6)",uniform_lower_diagonal,1,smart,34.523074,0.72771,29
118,"(8, 7)",token_reinforcement,1,smart,35.88803,0.74591,29
119,"(4, 9)",sentence_position_preference,1,smart,38.31281,0.761267,29
