k,head,program,accepted_rank,strategy,increase,kl_div,shuffle_idx
1,"(10, 2)",initial_token_attention,1,smart,0.0083077121974303,0.0010652532906533,31
2,"(10, 1)",initial_token_attention,1,smart,0.0086151012889746,0.0020113895157282,31
3,"(6, 9)",cls_attention,1,smart,-0.6633480896656324,0.0035132152349979,31
4,"(5, 1)",cls_attention,1,smart,-0.6251862761961215,0.0060475473920814,31
5,"(7, 2)",cls_attention,1,smart,-0.460792145148411,0.0074810902934405,31
6,"(4, 11)",previous_attention,1,smart,-0.1322718588934046,0.0087215613533044,31
7,"(7, 1)",initial_token_attention,1,smart,0.1771068590557415,0.010167443108512,31
8,"(11, 9)",initial_token_attention,1,smart,-0.2135142477716519,0.0127920427668141,31
9,"(10, 0)",initial_token_attention,1,smart,-0.2058038401692566,0.0146051100420299,31
10,"(11, 2)",initial_token_attention,1,smart,1.0038506419448705,0.0178802745742723,31
11,"(7, 7)",initial_token_attention,1,smart,0.9243134907948786,0.0183311772427987,31
12,"(5, 5)",initial_token_attention,1,smart,0.6361639857461907,0.0207400942401727,31
13,"(6, 6)",initial_token_attention,1,smart,0.4549912320044895,0.0223765524174086,31
14,"(10, 8)",initial_token_attention,1,smart,0.101134714981626,0.0241866845404729,31
15,"(3, 0)",initial_token_attention,1,smart,-0.0733334110827843,0.0241215188847854,31
16,"(0, 1)",repeated_attention,1,smart,-0.0822966363249952,0.0241433957172557,31
17,"(9, 6)",initial_token_attention,1,smart,0.0839775504555285,0.0252819866256322,31
18,"(9, 9)",sentence_start_dominance,1,smart,0.2021487951474977,0.0283463769988156,31
19,"(9, 5)",sentence_initial_dominance,1,smart,-1.720343203993684,0.0281432828877586,31
20,"(8, 1)",initial_token_attention,1,smart,-1.9935828405133864,0.0322866465407423,31
21,"(10, 10)",initial_token_attention,1,smart,-1.8115494947969548,0.0338068508962169,31
22,"(9, 11)",initial_token_attention,1,smart,-1.492048024781801,0.0344391455722507,31
23,"(3, 4)",initial_token_attention,1,smart,-1.6696160646077265,0.0362357958825305,31
24,"(11, 7)",initial_token_attention,1,smart,-0.7344831094723496,0.0396111746504902,31
25,"(11, 5)",initial_token_attention,1,smart,-0.2976022499177347,0.0433203779207542,31
26,"(9, 4)",initial_token_attention,1,smart,-0.3462717356001825,0.0438093335588928,31
27,"(7, 10)",initial_token_attention,1,smart,-0.1648400476295224,0.0446127126924693,31
28,"(6, 10)",initial_token_attention,1,smart,0.0257492291136026,0.049316759428475,31
29,"(9, 8)",sentence_initial_dominance,1,smart,-1.440972483437424,0.0490389868686907,31
30,"(10, 6)",initial_token_attention,1,smart,-1.36646972737408,0.0513438879372552,31
31,"(11, 1)",sentence_initial_dominance,1,smart,-3.045613352144548,0.05134594717063,31
32,"(7, 11)",initial_token_attention,1,smart,-2.9486139101015043,0.0545547189190983,31
33,"(6, 2)",sentence_initial_dominance,1,smart,-4.1299547629687,0.0547539398795925,31
34,"(7, 6)",sentence_initial_dominance,1,smart,-5.068048806331123,0.0544238592172041,31
35,"(8, 3)",initial_token_attention,1,smart,-4.902484822870978,0.0567541138152591,31
36,"(5, 9)",sentence_initial_dominance,1,smart,-5.571243742067339,0.056279577629175,31
37,"(10, 3)",sentence_initial_dominance,1,smart,-7.450234561946978,0.0559232397237792,31
38,"(5, 0)",initial_token_attention,1,smart,-7.127710350251196,0.0602457805001176,31
39,"(8, 11)",sentence_initial_dominance,1,smart,-8.657863908075072,0.0603198929037898,31
40,"(9, 1)",initial_token_attention,1,smart,-8.464149821736362,0.0637275032047182,31
41,"(8, 0)",sentence_initial_dominance,1,smart,-10.026851892198312,0.0629787814687006,31
42,"(4, 10)",initial_token_attention,1,smart,-9.929107592011958,0.0653556691482663,31
43,"(0, 11)",contextual_anchoring,3,smart,-5.154442,0.09134,31
44,"(7, 4)",sentence_beginning_salience,1,smart,-4.584916,0.088318,31
45,"(4, 8)",token_reinforcement,1,smart,-3.942409,0.093568,31
46,"(0, 3)",rare_word_dominance,1,smart,-3.992444,0.095584,31
47,"(2, 11)",token_reinforcement,1,smart,-3.969421,0.093752,31
48,"(0, 9)",uniform_lower_diagonal,1,smart,-3.524017,0.092193,31
49,"(5, 11)",initial_token_reference_attention,1,smart,-2.5947,0.098774,31
50,"(0, 5)",lexical_diversity_focus,1,smart,-2.622546,0.098577,31
51,"(1, 10)",uniform_lower_diagonal,1,smart,-2.790065,0.100371,31
52,"(11, 6)",initial_element_reinforcement,2,smart,-2.790065,0.100371,31
53,"(10, 11)",token_reinforcement,1,smart,-2.292799,0.103163,31
54,"(8, 6)",sentence_beginning_salience,1,smart,-2.299162,0.110007,31
55,"(9, 10)",token_reinforcement,1,smart,-1.880729,0.116732,31
56,"(9, 0)",token_reinforcement,1,smart,-1.293234,0.116321,31
57,"(0, 10)",uniform_lower_diagonal,1,smart,-1.040915,0.116997,31
58,"(9, 2)",token_reinforcement,1,smart,-1.111058,0.119832,31
59,"(1, 8)",uniform_lower_diagonal,1,smart,-1.227653,0.121756,31
60,"(0, 0)",uniform_lower_diagonal,1,smart,-1.416146,0.119934,31
61,"(3, 10)",initial_token_reference_attention,1,smart,-1.180394,0.127396,31
62,"(5, 6)",token_reinforcement,1,smart,-0.483598,0.140974,31
63,"(4, 2)",token_reinforcement,1,smart,-0.399245,0.148934,31
64,"(9, 7)",token_reinforcement,1,smart,-0.79188,0.153761,31
65,"(6, 1)",token_reinforcement,1,smart,0.123872,0.159222,31
66,"(11, 10)",initial_token_reference_attention,1,smart,0.740261,0.161745,31
67,"(7, 5)",token_reinforcement,1,smart,0.913081,0.154253,31
68,"(3, 3)",initial_token_reference_attention,1,smart,0.550724,0.158963,31
69,"(10, 5)",sentence_beginning_salience,1,smart,0.420242,0.164239,31
70,"(0, 8)",uniform_lower_diagonal,1,smart,-0.124804,0.173235,31
71,"(10, 4)",token_reinforcement,1,smart,0.383787,0.177872,31
72,"(5, 7)",token_reinforcement,1,smart,0.933421,0.194824,31
73,"(11, 0)",uniform_lower_diagonal,1,smart,1.235627,0.195888,31
74,"(5, 8)",token_reinforcement,1,smart,2.238304,0.218898,31
75,"(2, 7)",uniform_lower_diagonal,1,smart,2.588459,0.215444,31
76,"(2, 3)",uniform_lower_diagonal,1,smart,2.232916,0.223211,31
77,"(7, 3)",token_reinforcement,1,smart,1.917177,0.23801,31
78,"(1, 9)",uniform_lower_diagonal,1,smart,2.322249,0.233422,31
79,"(5, 3)",uniform_lower_diagonal,1,smart,3.130759,0.252208,31
80,"(4, 4)",token_reinforcement,1,smart,4.068117,0.247863,31
81,"(6, 4)",initial_token_reference_attention,1,smart,4.644822,0.244565,31
82,"(1, 6)",uniform_lower_diagonal,1,smart,4.594173,0.244232,31
83,"(6, 3)",token_reinforcement,1,smart,5.189145,0.266604,31
84,"(8, 9)",token_reinforcement,1,smart,6.057807,0.265968,31
85,"(5, 10)",token_reinforcement,1,smart,7.750066,0.303287,31
86,"(10, 7)",token_reinforcement,1,smart,8.062939,0.328494,31
87,"(8, 2)",token_reinforcement,1,smart,7.814686,0.328499,31
88,"(0, 2)",uniform_lower_diagonal,1,smart,8.153936,0.337771,31
89,"(6, 5)",token_reinforcement,1,smart,8.29203,0.348052,31
90,"(8, 7)",token_reinforcement,1,smart,9.424959,0.353239,31
91,"(4, 7)",first_token_dominance,1,smart,10.12206,0.357183,31
92,"(1, 11)",lexical_diversity_focus,1,smart,10.073941,0.362653,31
93,"(11, 4)",token_reinforcement,1,smart,9.639247,0.363937,31
94,"(8, 10)",token_reinforcement,1,smart,10.929771,0.402471,31
95,"(7, 0)",token_reinforcement,1,smart,12.831456,0.412952,31
96,"(1, 4)",uniform_lower_diagonal,1,smart,13.451767,0.417782,31
97,"(7, 8)",token_reinforcement,1,smart,13.474987,0.437677,31
98,"(6, 11)",token_reinforcement,1,smart,14.482678,0.45862,31
99,"(1, 7)",uniform_lower_diagonal,1,smart,14.746741,0.454312,31
100,"(11, 3)",token_reinforcement,1,smart,14.974325,0.453726,31
101,"(10, 9)",token_reinforcement,1,smart,16.445055,0.464804,31
102,"(8, 4)",token_reinforcement,1,smart,17.224792,0.45701,31
103,"(8, 8)",token_reinforcement,1,smart,18.717765,0.47,31
104,"(7, 9)",token_reinforcement,1,smart,21.305025,0.474233,31
105,"(3, 5)",token_reinforcement,1,smart,22.069205,0.483556,31
106,"(1, 3)",initial_token_reference_attention,1,smart,22.065285,0.493551,31
107,"(11, 11)",initial_token_reference_attention,1,smart,22.144169,0.501335,31
