k,head,program,strategy,increase,kl_div,spike
1,"(7, 2)",initial_element_reinforcement,smart,0.0,-9.98377799987793e-08,False
2,"(5, 1)",cls_attention,smart,0.5649295062329143,0.0016699863830581308,False
3,"(6, 9)",initial_element_reinforcement,smart,0.5649295062329143,0.0016699863830581308,False
4,"(4, 11)",previous_attention,smart,1.4040812984567823,0.0022838733857497573,False
5,"(9, 9)",sentence_beginning_salience,smart,1.3548154542926014,0.003426951775327325,False
6,"(10, 8)",sentence_beginning_salience,smart,1.2764853436681403,0.004720057174563408,False
7,"(7, 10)",sentence_beginning_salience,smart,2.0457330402619673,0.005778045579791069,False
8,"(9, 6)",sentence_beginning_salience,smart,2.2843535709214198,0.007520710304379463,False
9,"(10, 1)",sentence_beginning_salience,smart,3.019702255125302,0.008971275109797717,False
10,"(10, 10)",sentence_beginning_salience,smart,3.5498482624394816,0.011115331389009952,False
11,"(3, 0)",sentence_beginning_salience,smart,4.134558170397685,0.012469855882227422,False
12,"(9, 11)",sentence_beginning_salience,smart,4.232775735045678,0.014053805731236935,False
13,"(8, 1)",sentence_beginning_salience,smart,5.324081698695904,0.016923345066606997,False
14,"(10, 6)",sentence_beginning_salience,smart,5.796457592502517,0.021365542337298392,False
15,"(9, 4)",sentence_beginning_salience,smart,5.356179894036707,0.023590217903256418,False
16,"(7, 11)",sentence_beginning_salience,smart,6.357277437006029,0.025789200142025948,False
17,"(9, 1)",sentence_beginning_salience,smart,7.280506576200665,0.02778701242059469,False
18,"(5, 5)",sentence_beginning_salience,smart,7.137056828112398,0.029845685139298438,False
19,"(11, 9)",sentence_beginning_salience,smart,7.740018154126986,0.030107113346457482,False
20,"(6, 10)",sentence_beginning_salience,smart,7.814795151000487,0.0370405662804842,False
21,"(10, 2)",sentence_beginning_salience,smart,7.923592355755727,0.03946934193372727,False
22,"(0, 1)",lexical_diversity_focus,smart,7.925523249233956,0.03890868425369263,False
23,"(11, 5)",sentence_beginning_salience,smart,7.726128271442327,0.04025423601269722,False
