k,head,program,strategy,increase,kl_div,spike
1,"(15, 20)",cls_attention,smart,0.04528852966659684,0.0004974555689841509,False
2,"(15, 16)",cls_attention,smart,-0.05867677873896675,0.0013687117490917445,False
3,"(11, 8)",cls_attention,smart,-0.22903484895801318,0.0017656655516475439,False
4,"(14, 13)",initial_element_reinforcement,smart,-0.38614200089050155,0.002722454781178385,False
5,"(11, 11)",initial_element_reinforcement,smart,-0.5418578193489968,0.0032603470608592033,False
6,"(16, 28)",cls_attention,smart,-0.030870212860848224,0.004280990036204457,False
7,"(15, 8)",initial_element_reinforcement,smart,-0.05688420819548536,0.005706208944320679,False
8,"(11, 3)",initial_element_reinforcement,smart,0.17497032628911216,0.005649158172309399,False
9,"(8, 11)",cls_attention,smart,-0.018437380575694585,0.0057637760881334545,False
10,"(15, 19)",initial_element_reinforcement,smart,-0.262904977733892,0.005252392590045929,False
11,"(8, 9)",cls_attention,smart,-0.24720862787595763,0.00586447985842824,False
12,"(6, 25)",initial_element_reinforcement,smart,-0.4791634302802431,0.005782588711008429,False
13,"(15, 21)",initial_element_reinforcement,smart,-0.10235769503124421,0.0055192988365888596,False
14,"(20, 29)",sentence_beginning_salience,smart,0.26883818290541256,0.006360528618097305,False
15,"(3, 4)",sentence_beginning_salience,smart,0.2437253498476227,0.006748138833791018,False
16,"(18, 21)",sentence_beginning_salience,smart,0.4931696560516029,0.007369662262499332,False
17,"(11, 15)",sentence_beginning_salience,smart,0.7517010999195431,0.009461268410086631,False
18,"(4, 8)",sentence_beginning_salience,smart,0.8302286578220499,0.010055045783519744,False
19,"(3, 0)",sentence_beginning_salience,smart,0.8081953382467544,0.010962077602744102,False
20,"(18, 30)",sentence_beginning_salience,smart,0.70304768948034,0.011797952931374311,False
21,"(9, 0)",sentence_beginning_salience,smart,0.9059332771489256,0.012871804274618625,False
22,"(3, 7)",sentence_beginning_salience,smart,1.3709876180689196,0.013478858768939972,False
23,"(20, 16)",sentence_beginning_salience,smart,1.221400962122002,0.012787475902587175,False
24,"(8, 14)",sentence_beginning_salience,smart,1.5004504430492602,0.013604092877358198,False
25,"(18, 7)",sentence_beginning_salience,smart,1.7842877046251453,0.015645113494247197,False
26,"(18, 5)",sentence_beginning_salience,smart,1.8985338625920818,0.017431818507611753,False
27,"(19, 11)",sentence_beginning_salience,smart,1.6325087386627708,0.017787067219614983,False
28,"(8, 12)",initial_element_reinforcement,smart,1.5269542293962153,0.016498524509370328,False
29,"(15, 18)",sentence_beginning_salience,smart,1.8061543470038572,0.01754150614142418,False
30,"(8, 25)",sentence_beginning_salience,smart,1.967315297340163,0.018327276408672332,False
31,"(17, 3)",sentence_beginning_salience,smart,2.0560741418930126,0.019333832897245884,False
32,"(20, 8)",sentence_beginning_salience,smart,2.083014804691443,0.019369959086179733,False
33,"(19, 8)",sentence_beginning_salience,smart,1.83255081277929,0.021286771073937415,False
34,"(5, 13)",sentence_beginning_salience,smart,2.067628293827741,0.020096300169825554,False
35,"(15, 10)",sentence_beginning_salience,smart,1.7427360859638708,0.020495107397437096,False
36,"(3, 1)",sentence_beginning_salience,smart,1.8458454715683963,0.01953587792813778,False
37,"(17, 1)",sentence_beginning_salience,smart,1.793746446142303,0.021015858650207518,False
38,"(4, 28)",sentence_beginning_salience,smart,2.39290501677966,0.02138951066881418,False
39,"(21, 6)",sentence_beginning_salience,smart,2.3272881739145883,0.021905759908258916,False
40,"(17, 0)",sentence_beginning_salience,smart,2.835887975864943,0.022711232490837573,False
41,"(21, 25)",sentence_beginning_salience,smart,2.6769531373211457,0.023161591216921806,False
42,"(19, 9)",sentence_beginning_salience,smart,2.775885867896533,0.024178053066134454,False
43,"(8, 27)",sentence_beginning_salience,smart,2.6793518264111578,0.024160796962678432,False
44,"(17, 2)",sentence_beginning_salience,smart,3.205865686057656,0.025823736749589443,False
45,"(4, 17)",sentence_beginning_salience,smart,2.7655921078954244,0.02447748277336359,False
